Município;Estado;Ano de Referência;IDHM
Brasilândia do Tocantins ;TO;2000;0,51
Brasilândia ;MS;2000;0,55
Brasiléia ;AC;2000;0,48
Brasileira ;PI;2000;0,40
Brasília de Minas ;MG;2000;0,51
Brasília ;DF;2000;0,73
Brasil Novo ;PA;2000;0,43
Brasnorte ;MT;2000;0,52
Brasópolis ;MG;2000;0,58
Brás Pires ;MG;2000;0,49
Braúnas ;MG;2000;0,46
Braúna ;SP;2000;0,67
Brazabrantes ;GO;2000;0,54
Brejão ;PE;2000;0,36
Brejetuba ;ES;2000;0,51
Brejinho de Nazaré ;TO;2000;0,49
Brejinho ;PE;2000;0,40
Brejinho ;RN;2000;0,43
Brejo Alegre ;SP;2000;0,60
Brejo da Madre de Deus ;PE;2000;0,40
Brejo de Areia ;MA;2000;0,32
Brejo do Cruz ;PB;2000;0,47
Brejo do Piauí ;PI;2000;0,28
Brejo dos Santos ;PB;2000;0,45
Brejões ;BA;2000;0,44
Brejo Grande do Araguaia ;PA;2000;0,50
Brejo Grande ;SE;2000;0,38
Brejolândia ;BA;2000;0,41
Brejo ;MA;2000;0,38
Brejo Santo ;CE;2000;0,50
Breu Branco ;PA;2000;0,42
Breves ;PA;2000;0,37
Britânia ;GO;2000;0,55
Brochier ;RS;2000;0,57
Brodowski ;SP;2000;0,67
Brotas de Macaúbas ;BA;2000;0,40
Brotas ;SP;2000;0,66
Brumadinho ;MG;2000;0,63
Brumado ;BA;2000;0,52
Brunópolis ;SC;2000;0,48
Brusque ;SC;2000;0,72
Bueno Brandão ;MG;2000;0,55
Buenópolis ;MG;2000;0,54
Buenos Aires ;PE;2000;0,45
Buerarema ;BA;2000;0,42
Bugre ;MG;2000;0,46
Buíque ;PE;2000;0,38
Bujari ;AC;2000;0,46
Bujaru ;PA;2000;0,40
Buri ;SP;2000;0,54
Buritama ;SP;2000;0,66
Buriti Alegre ;GO;2000;0,59
Buriti Bravo ;MA;2000;0,40
Buriticupu ;MA;2000;0,34
Buriti de Goiás ;GO;2000;0,53
Buriti dos Lopes ;PI;2000;0,38
Buriti dos Montes ;PI;2000;0,37
Buriti do Tocantins ;TO;2000;0,46
Buriti ;MA;2000;0,38
Buritinópolis ;GO;2000;0,43
Buritirama ;BA;2000;0,34
Buritirana ;MA;2000;0,38
Buritis ;MG;2000;0,57
Buritis ;RO;2000;0,42
Buritizal ;SP;2000;0,61
Buritizeiro ;MG;2000;0,50
Butiá ;RS;2000;0,58
Caapiranga ;AM;2000;0,40
Caaporã ;PB;2000;0,41
Caarapó ;MS;2000;0,55
Caatiba ;BA;2000;0,35
Cabaceiras do Paraguaçu ;BA;2000;0,39
Cabaceiras ;PB;2000;0,47
Cabeceira Grande ;MG;2000;0,52
Cabeceiras do Piauí ;PI;2000;0,36
Cabeceiras ;GO;2000;0,55
Cabedelo ;PB;2000;0,60
Cabixi ;RO;2000;0,49
Cabo de Santo Agostinho ;PE;2000;0,55
Cabo Frio ;RJ;2000;0,61
Cabo Verde ;MG;2000;0,59
Cabrália Paulista ;SP;2000;0,58
Cabreúva ;SP;2000;0,63
Cabrobó ;PE;2000;0,47
Caçador ;SC;2000;0,60
Caçapava do Sul ;RS;2000;0,60
Caçapava ;SP;2000;0,69
Cacaulândia ;RO;2000;0,45
Cacequi ;RS;2000;0,58
Cáceres ;MT;2000;0,59
Cachoeira Alta ;GO;2000;0,58
Cachoeira ;BA;2000;0,52
Cachoeira da Prata ;MG;2000;0,65
Cachoeira de Goiás ;GO;2000;0,58
Cachoeira de Minas ;MG;2000;0,61
Cachoeira de Pajeú ;MG;2000;0,42
Cachoeira do Arari ;PA;2000;0,43
Cachoeira do Piriá ;PA;2000;0,30
Cachoeira dos Índios ;PB;2000;0,39
Cachoeira do Sul ;RS;2000;0,66
Cachoeira Dourada ;GO;2000;0,59
Cachoeira Dourada ;MG;2000;0,62
Cachoeira Grande ;MA;2000;0,34
Cachoeira Paulista ;SP;2000;0,68
Cachoeiras de Macacu ;RJ;2000;0,58
Cachoeirinha ;PE;2000;0,48
Cachoeirinha ;RS;2000;0,67
Cachoeirinha ;TO;2000;0,44
Cachoeiro de Itapemirim ;ES;2000;0,63
Cacimba de Areia ;PB;2000;0,41
Cacimba de Dentro ;PB;2000;0,37
Cacimbas ;PB;2000;0,31
Cacimbinhas ;AL;2000;0,36
Cacique Doble ;RS;2000;0,58
Cacoal ;RO;2000;0,57
Caconde ;SP;2000;0,62
Caçu ;GO;2000;0,62
Caculé ;BA;2000;0,50
Caém ;BA;2000;0,39
Caetanópolis ;MG;2000;0,60
Caetanos ;BA;2000;0,32
Caeté ;MG;2000;0,66
Caetés ;PE;2000;0,34
Caetité ;BA;2000;0,45
Cafarnaum ;BA;2000;0,42
Cafeara ;PR;2000;0,59
Cafelândia ;PR;2000;0,67
Cafelândia ;SP;2000;0,65
Cafezal do Sul ;PR;2000;0,58
Caiabu ;SP;2000;0,63
Caiana ;MG;2000;0,54
Caiapônia ;GO;2000;0,56
Caibaté ;RS;2000;0,61
Caibi ;SC;2000;0,63
Caiçara do Norte ;RN;2000;0,42
Caiçara do Rio do Vento ;RN;2000;0,43
Caiçara ;PB;2000;0,43
Caiçara ;RS;2000;0,61
Caicó ;RN;2000;0,61
Caieiras ;SP;2000;0,69
Cairu ;BA;2000;0,44
Caiuá ;SP;2000;0,59
Cajamar ;SP;2000;0,63
Cajapió ;MA;2000;0,39
Cajari ;MA;2000;0,33
Cajati ;SP;2000;0,58
Cajazeiras do Piauí ;PI;2000;0,33
Cajazeiras ;PB;2000;0,53
Cajazeirinhas ;PB;2000;0,36
Cajobi ;SP;2000;0,62
Cajueiro ;AL;2000;0,39
Cajueiro da Praia ;PI;2000;0,37
Cajuri ;MG;2000;0,53
Cajuru ;SP;2000;0,65
Calçado ;PE;2000;0,41
Calçoene ;AP;2000;0,49
Caldas Brandão ;PB;2000;0,38
Caldas ;MG;2000;0,60
Caldas Novas ;GO;2000;0,62
Caldazinha ;GO;2000;0,54
Caldeirão Grande ;BA;2000;0,40
Caldeirão Grande do Piauí ;PI;2000;0,33
Califórnia ;PR;2000;0,61
Calmon ;SC;2000;0,43
Calumbi ;PE;2000;0,41
Camacan ;BA;2000;0,44
Camaçari ;BA;2000;0,55
Camacho ;MG;2000;0,54
Camalaú ;PB;2000;0,41
Camamu ;BA;2000;0,38
Camanducaia ;MG;2000;0,56
Camapuã ;MS;2000;0,58
Camaquã ;RS;2000;0,61
Camaragibe ;PE;2000;0,58
Camargo ;RS;2000;0,66
Cambará do Sul ;RS;2000;0,56
Cambará ;PR;2000;0,65
Cambé ;PR;2000;0,66
Cambira ;PR;2000;0,63
Camboriú ;SC;2000;0,59
Cambuci ;RJ;2000;0,60
Cambuí ;MG;2000;0,65
Cambuquira ;MG;2000;0,60
Cametá ;PA;2000;0,43
Camocim ;CE;2000;0,46
Camocim de São Félix ;PE;2000;0,45
Campanário ;MG;2000;0,53
Campanha ;MG;2000;0,63
Campestre ;AL;2000;0,41
Campestre da Serra ;RS;2000;0,62
Campestre de Goiás ;GO;2000;0,52
Campestre do Maranhão ;MA;2000;0,44
Campestre ;MG;2000;0,58
Campinaçu ;GO;2000;0,49
Campina da Lagoa ;PR;2000;0,60
Campina das Missões ;RS;2000;0,61
Campina do Monte Alegre ;SP;2000;0,59
Campina do Simão ;PR;2000;0,49
Campina Grande do Sul ;PR;2000;0,60
Campina Grande ;PB;2000;0,60
Campinápolis ;MT;2000;0,44
Campinas do Piauí ;PI;2000;0,37
Campinas do Sul ;RS;2000;0,67
Campinas ;SP;2000;0,74
Campina Verde ;MG;2000;0,62
Campinorte ;GO;2000;0,55
Campo Alegre ;AL;2000;0,39
Campo Alegre de Goiás ;GO;2000;0,61
Campo Alegre de Lourdes ;BA;2000;0,37
Campo Alegre do Fidalgo ;PI;2000;0,28
Campo Alegre ;SC;2000;0,58
Campo Azul ;MG;2000;0,49
Campo Belo do Sul ;SC;2000;0,49
Campo Belo ;MG;2000;0,63
Campo Bom ;RS;2000;0,67
Campo Bonito ;PR;2000;0,51
Campo do Brito ;SE;2000;0,47
Campo do Meio ;MG;2000;0,58
Campo do Tenente ;PR;2000;0,55
Campo Erê ;SC;2000;0,56
Campo Florido ;MG;2000;0,59
Campo Formoso ;BA;2000;0,42
Campo Grande ;AL;2000;0,34
Campo Grande do Piauí ;PI;2000;0,35
Campo Grande ;MS;2000;0,67
Campo Largo do Piauí ;PI;2000;0,34
Campo Largo ;PR;2000;0,64
Campo Limpo de Goiás ;GO;2000;0,50
Campo Limpo Paulista ;SP;2000;0,68
Campo Magro ;PR;2000;0,58
Campo Maior ;PI;2000;0,50
Campo Mourão ;PR;2000;0,68
Campo Novo de Rondônia ;RO;2000;0,43
Campo Novo do Parecis ;MT;2000;0,60
Campo Novo ;RS;2000;0,57
Campo Redondo ;RN;2000;0,48
Campos Altos ;MG;2000;0,62
Campos Belos ;GO;2000;0,51
Campos Borges ;RS;2000;0,56
Campos de Júlio ;MT;2000;0,64
Campos do Jordão ;SP;2000;0,65
Campos dos Goytacazes ;RJ;2000;0,62
Campos Gerais ;MG;2000;0,57
Campos Lindos ;TO;2000;0,34
Campos Novos Paulista ;SP;2000;0,59
Campos Novos ;SC;2000;0,62
Campos Sales ;CE;2000;0,47
Campos Verdes ;GO;2000;0,52
Campo Verde ;MT;2000;0,64
Camutanga ;PE;2000;0,47
Canaã dos Carajás ;PA;2000;0,46
Canaã ;MG;2000;0,52
Canabrava do Norte ;MT;2000;0,49
Cananéia ;SP;2000;0,63
Canapi ;AL;2000;0,31
Canápolis ;BA;2000;0,44
Canápolis ;MG;2000;0,57
Canarana ;BA;2000;0,42
Canarana ;MT;2000;0,57
Canas ;SP;2000;0,58
Cana Verde ;MG;2000;0,56
Canavieira ;PI;2000;0,39
Canavieiras ;BA;2000;0,44
Candeal ;BA;2000;0,45
Candeias ;BA;2000;0,55
Candeias do Jamari ;RO;2000;0,48
Candeias ;MG;2000;0,56
Candelária ;RS;2000;0,56
Candiba ;BA;2000;0,46
Cândido de Abreu ;PR;2000;0,46
Cândido Godói ;RS;2000;0,65
Cândido Mendes ;MA;2000;0,38
Cândido Mota ;SP;2000;0,66
Cândido Rodrigues ;SP;2000;0,63
Cândido Sales ;BA;2000;0,42
Candiota ;RS;2000;0,62
Candói ;PR;2000;0,51
Canela ;RS;2000;0,64
Canelinha ;SC;2000;0,62
Canguaretama ;RN;2000;0,42
Canguçu ;RS;2000;0,52
Canhoba ;SE;2000;0,41
Canhotinho ;PE;2000;0,40
Canindé ;CE;2000;0,45
Canindé de São Francisco ;SE;2000;0,38
Canitar ;SP;2000;0,55
Canoas ;RS;2000;0,67
Canoinhas ;SC;2000;0,64
Cansanção ;BA;2000;0,35
Cantagalo ;MG;2000;0,49
Cantagalo ;PR;2000;0,52
Cantagalo ;RJ;2000;0,61
Cantanhede ;MA;2000;0,38
Cantá ;RR;2000;0,50
Canto do Buriti ;PI;2000;0,43
Canudos ;BA;2000;0,38
Canudos do Vale ;RS;2000;0,56
Canutama ;AM;2000;0,38
Capanema ;PA;2000;0,53
Capanema ;PR;2000;0,61
Capão Alto ;SC;2000;0,51
Capão Bonito do Sul ;RS;2000;0,53
Capão Bonito ;SP;2000;0,58
Capão da Canoa ;RS;2000;0,64
Capão do Cipó ;RS;2000;0,56
Capão do Leão ;RS;2000;0,54
Caparaó ;MG;2000;0,52
Capela ;AL;2000;0,38
Capela de Santana ;RS;2000;0,53
Capela do Alto Alegre ;BA;2000;0,46
Capela do Alto ;SP;2000;0,57
Capela Nova ;MG;2000;0,48
Capela ;SE;2000;0,44
Capelinha ;MG;2000;0,49
Capetinga ;MG;2000;0,58
Capim Branco ;MG;2000;0,59
Capim Grosso ;BA;2000;0,44
Capim ;PB;2000;0,33
Capinópolis ;MG;2000;0,63
Capinzal do Norte ;MA;2000;0,37
Capinzal ;SC;2000;0,63
Capistrano ;CE;2000;0,46
Capitão Andrade ;MG;2000;0,49
Capitão de Campos ;PI;2000;0,40
Capitão Enéas ;MG;2000;0,51
Capitão Gervásio Oliveira ;PI;2000;0,29
Capitão Leônidas Marques ;PR;2000;0,63
Capitão Poço ;PA;2000;0,38
Capitão ;RS;2000;0,61
Capitólio ;MG;2000;0,62
Capivari de Baixo ;SC;2000;0,67
Capivari do Sul ;RS;2000;0,66
Capivari ;SP;2000;0,66
Capixaba ;AC;2000;0,37
Capoeiras ;PE;2000;0,41
Caputira ;MG;2000;0,53
Caraá ;RS;2000;0,51
Caracaraí ;RR;2000;0,52
Caracol ;MS;2000;0,48
Caracol ;PI;2000;0,39
Caraguatatuba ;SP;2000;0,69
Caraíbas ;BA;2000;0,32
Caraí ;MG;2000;0,42
Carambeí ;PR;2000;0,65
Caranaíba ;MG;2000;0,54
Carandaí ;MG;2000;0,57
Carangola ;MG;2000;0,64
Carapebus ;RJ;2000;0,58
Carapicuíba ;SP;2000;0,64
Caratinga ;MG;2000;0,61
Carauari ;AM;2000;0,34
Caraúbas do Piauí ;PI;2000;0,27
Caraúbas ;PB;2000;0,44
Caraúbas ;RN;2000;0,46
Caravelas ;BA;2000;0,47
Carazinho ;RS;2000;0,68
Carbonita ;MG;2000;0,48
Cardeal da Silva ;BA;2000;0,38
Cardoso Moreira ;RJ;2000;0,52
Cardoso ;SP;2000;0,66
Careaçu ;MG;2000;0,61
Careiro ;AM;2000;0,34
Careiro da Várzea ;AM;2000;0,39
Cariacica ;ES;2000;0,61
Caridade ;CE;2000;0,42
Caridade do Piauí ;PI;2000;0,35
Carinhanha ;BA;2000;0,38
Carira ;SE;2000;0,40
Cariré ;CE;2000;0,42
Caririaçu ;CE;2000;0,39
Cariri do Tocantins ;TO;2000;0,53
Cariús ;CE;2000;0,44
Carlinda ;MT;2000;0,48
Carlópolis ;PR;2000;0,59
Carlos Barbosa ;RS;2000;0,72
Carlos Chagas ;MG;2000;0,52
Carlos Gomes ;RS;2000;0,60
Carmésia ;MG;2000;0,52
Carmo da Cachoeira ;MG;2000;0,56
Carmo da Mata ;MG;2000;0,58
Carmo de Minas ;MG;2000;0,56
Carmo do Cajuru ;MG;2000;0,61
Carmo do Paranaíba ;MG;2000;0,64
Carmo do Rio Claro ;MG;2000;0,63
Carmo do Rio Verde ;GO;2000;0,58
Carmolândia ;TO;2000;0,45
Carmópolis de Minas ;MG;2000;0,57
Carmópolis ;SE;2000;0,51
Carmo ;RJ;2000;0,62
Carnaíba ;PE;2000;0,43
Carnaúba dos Dantas ;RN;2000;0,59
Carnaubais ;RN;2000;0,48
Carnaubal ;CE;2000;0,42
Carnaubeira da Penha ;PE;2000;0,33
Carneirinho ;MG;2000;0,61
Carneiros ;AL;2000;0,36
Caroebe ;RR;2000;0,49
Carolina ;MA;2000;0,48
Carpina ;PE;2000;0,56
Carrancas ;MG;2000;0,60
Carrapateira ;PB;2000;0,43
Carrasco Bonito ;TO;2000;0,41
Caruaru ;PE;2000;0,56
Carutapera ;MA;2000;0,38
Carvalhópolis ;MG;2000;0,57
Carvalhos ;MG;2000;0,51
Casa Branca ;SP;2000;0,70
Casa Grande ;MG;2000;0,53
Casa Nova ;BA;2000;0,37
Cascalho Rico ;MG;2000;0,62
Casca ;RS;2000;0,69
Cascavel ;CE;2000;0,49
Cascavel ;PR;2000;0,69
Caseara ;TO;2000;0,49
Caseiros ;RS;2000;0,59
Casimiro de Abreu ;RJ;2000;0,62
Casinhas ;PE;2000;0,42
Casserengue ;PB;2000;0,31
Cássia dos Coqueiros ;SP;2000;0,64
Cássia ;MG;2000;0,62
Cassilândia ;MS;2000;0,62
Castanhal ;PA;2000;0,55
Castanheira ;MT;2000;0,49
Castanheiras ;RO;2000;0,50
Castelândia ;GO;2000;0,55
Castelo do Piauí ;PI;2000;0,40
Castelo ;ES;2000;0,65
Castilho ;SP;2000;0,63
Castro Alves ;BA;2000;0,45
Castro ;PR;2000;0,61
Cataguases ;MG;2000;0,66
Catalão ;GO;2000;0,66
Catanduva ;SP;2000;0,71
Catanduvas ;PR;2000;0,57
Catanduvas ;SC;2000;0,62
Catarina ;CE;2000;0,41
Catas Altas da Noruega ;MG;2000;0,49
Catas Altas ;MG;2000;0,59
Catende ;PE;2000;0,47
Catiguá ;SP;2000;0,63
Catingueira ;PB;2000;0,40
Catolândia ;BA;2000;0,43
Catolé do Rocha ;PB;2000;0,50
Catu ;BA;2000;0,54
Catuípe ;RS;2000;0,64
Catuji ;MG;2000;0,41
Catunda ;CE;2000;0,43
Caturaí ;GO;2000;0,53
Caturama ;BA;2000;0,39
Caturité ;PB;2000;0,46
Catuti ;MG;2000;0,41
Caucaia ;CE;2000;0,56
Cavalcante ;GO;2000;0,40
Caxambu do Sul ;SC;2000;0,62
Caxambu ;MG;2000;0,65
Caxias do Sul ;RS;2000;0,71
Caxias ;MA;2000;0,47
Caxingó ;PI;2000;0,27
Ceará-Mirim ;RN;2000;0,48
Cedral ;MA;2000;0,45
Cedral ;SP;2000;0,66
Cedro ;CE;2000;0,47
Cedro de São João ;SE;2000;0,52
Cedro do Abaeté ;MG;2000;0,56
Cedro ;PE;2000;0,46
Celso Ramos ;SC;2000;0,56
Centenário do Sul ;PR;2000;0,60
Centenário ;RS;2000;0,55
Centenário ;TO;2000;0,41
Central ;BA;2000;0,45
Central de Minas ;MG;2000;0,54
Central do Maranhão ;MA;2000;0,39
Centralina ;MG;2000;0,57
Centro do Guilherme ;MA;2000;0,31
Centro Novo do Maranhão ;MA;2000;0,32
Cerejeiras ;RO;2000;0,54
Ceres ;GO;2000;0,65
Cerqueira César ;SP;2000;0,63
Cerquilho ;SP;2000;0,71
Cerrito ;RS;2000;0,57
Cerro Azul ;PR;2000;0,45
Cerro Branco ;RS;2000;0,54
Cerro Corá ;RN;2000;0,43
Cerro Grande do Sul ;RS;2000;0,51
Cerro Grande ;RS;2000;0,56
Cerro Largo ;RS;2000;0,66
Cerro Negro ;SC;2000;0,48
Cesário Lange ;SP;2000;0,62
Céu Azul ;PR;2000;0,64
Cezarina ;GO;2000;0,58
Chácara ;MG;2000;0,56
Chã de Alegria ;PE;2000;0,45
Chã Grande ;PE;2000;0,43
Chalé ;MG;2000;0,58
Chapada da Natividade ;TO;2000;0,40
Chapada de Areia ;TO;2000;0,41
Chapada do Norte ;MG;2000;0,43
Chapada dos Guimarães ;MT;2000;0,52
Chapada Gaúcha ;MG;2000;0,48
Chapadão do Céu ;GO;2000;0,62
Chapadão do Lageado ;SC;2000;0,49
Chapadão do Sul ;MS;2000;0,66
Chapada ;RS;2000;0,64
Chapadinha ;MA;2000;0,42
Chapecó ;SC;2000;0,68
Chã Preta ;AL;2000;0,38
Charqueada ;SP;2000;0,64
Charqueadas ;RS;2000;0,65
Charrua ;RS;2000;0,50
Chaval ;CE;2000;0,40
Chavantes ;SP;2000;0,64
Chaves ;PA;2000;0,29
Chiador ;MG;2000;0,59
Chiapetta ;RS;2000;0,61
Chopinzinho ;PR;2000;0,62
Choró ;CE;2000;0,38
Chorozinho ;CE;2000;0,44
Chorrochó ;BA;2000;0,43
Chuí ;RS;2000;0,65
Chupinguaia ;RO;2000;0,48
Chuvisca ;RS;2000;0,48
Cianorte ;PR;2000;0,64
Cícero Dantas ;BA;2000;0,42
Cidade Gaúcha ;PR;2000;0,61
Cidade Ocidental ;GO;2000;0,64
Cidelândia ;MA;2000;0,41
Cidreira ;RS;2000;0,64
Cipó ;BA;2000;0,44
Cipotânea ;MG;2000;0,44
Ciríaco ;RS;2000;0,60
Claraval ;MG;2000;0,51
Claro dos Poções ;MG;2000;0,54
Cláudia ;MT;2000;0,56
Cláudio ;MG;2000;0,60
Clementina ;SP;2000;0,64
Clevelândia ;PR;2000;0,55
Coaraci ;BA;2000;0,43
Coari ;AM;2000;0,39
Cocal de Telha ;PI;2000;0,38
Cocal dos Alves ;PI;2000;0,26
Cocal do Sul ;SC;2000;0,70
Cocalinho ;MT;2000;0,50
Cocal ;PI;2000;0,32
Cocalzinho de Goiás ;GO;2000;0,51
Cocos ;BA;2000;0,41
Codajás ;AM;2000;0,44
Codó ;MA;2000;0,40
Coelho Neto ;MA;2000;0,39
Coimbra ;MG;2000;0,58
Coité do Nóia ;AL;2000;0,35
Coivaras ;PI;2000;0,37
Colares ;PA;2000;0,52
Colatina ;ES;2000;0,66
Colíder ;MT;2000;0,58
Colinas do Sul ;GO;2000;0,47
Colinas do Tocantins ;TO;2000;0,56
Colinas ;MA;2000;0,41
Colina ;SP;2000;0,66
Colinas ;RS;2000;0,63
Colméia ;TO;2000;0,50
Colniza ;MT;2000;0,40
Colômbia ;SP;2000;0,61
Colombo ;PR;2000;0,63
Colônia do Gurguéia ;PI;2000;0,45
Colônia do Piauí ;PI;2000;0,34
Colônia Leopoldina ;AL;2000;0,38
Colorado do Oeste ;RO;2000;0,55
Colorado ;PR;2000;0,65
Colorado ;RS;2000;0,67
Coluna ;MG;2000;0,46
Combinado ;TO;2000;0,53
Comendador Gomes ;MG;2000;0,62
Comendador Levy Gasparian ;RJ;2000;0,60
Comercinho ;MG;2000;0,41
Comodoro ;MT;2000;0,52
Conceição da Aparecida ;MG;2000;0,60
Conceição da Barra de Minas ;MG;2000;0,54
Conceição da Barra ;ES;2000;0,57
Conceição da Feira ;BA;2000;0,50
Conceição das Alagoas ;MG;2000;0,60
Conceição das Pedras ;MG;2000;0,57
Conceição de Ipanema ;MG;2000;0,54
Conceição de Macabu ;RJ;2000;0,62
Conceição do Almeida ;BA;2000;0,48
Conceição do Araguaia ;PA;2000;0,51
Conceição do Canindé ;PI;2000;0,39
Conceição do Castelo ;ES;2000;0,55
Conceição do Coité ;BA;2000;0,45
Conceição do Jacuípe ;BA;2000;0,53
Conceição do Lago-Açu ;MA;2000;0,31
Conceição do Mato Dentro ;MG;2000;0,43
Conceição do Pará ;MG;2000;0,57
Conceição do Rio Verde ;MG;2000;0,58
Conceição dos Ouros ;MG;2000;0,60
Conceição do Tocantins ;TO;2000;0,42
Conceição ;PB;2000;0,44
Conchal ;SP;2000;0,60
Conchas ;SP;2000;0,66
Concórdia do Pará ;PA;2000;0,40
Concórdia ;SC;2000;0,71
Condado ;PB;2000;0,43
Condado ;PE;2000;0,48
Conde ;BA;2000;0,40
Conde ;PB;2000;0,42
Condeúba ;BA;2000;0,42
Condor ;RS;2000;0,61
Cônego Marinho ;MG;2000;0,44
Confins ;MG;2000;0,63
Confresa ;MT;2000;0,45
Congonhal ;MG;2000;0,59
Congonhas do Norte ;MG;2000;0,45
Congonhas ;MG;2000;0,64
Congonhinhas ;PR;2000;0,53
Congo ;PB;2000;0,44
Conquista D'Oeste ;MT;2000;0,46
Conquista ;MG;2000;0,62
Conselheiro Lafaiete ;MG;2000;0,67
Conselheiro Mairinck ;PR;2000;0,59
Conselheiro Pena ;MG;2000;0,58
Consolação ;MG;2000;0,54
Constantina ;RS;2000;0,63
Contagem ;MG;2000;0,65
Contenda ;PR;2000;0,60
Contendas do Sincorá ;BA;2000;0,42
Coqueiral ;MG;2000;0,58
Coqueiro Baixo ;RS;2000;0,58
Coqueiros do Sul ;RS;2000;0,60
Coqueiro Seco ;AL;2000;0,47
Coração de Jesus ;MG;2000;0,52
Coração de Maria ;BA;2000;0,43
Corbélia ;PR;2000;0,63
Cordeirópolis ;SP;2000;0,71
Cordeiro ;RJ;2000;0,64
Cordeiros ;BA;2000;0,39
Cordilheira Alta ;SC;2000;0,65
Cordisburgo ;MG;2000;0,57
Cordislândia ;MG;2000;0,60
Coreaú ;CE;2000;0,41
Coremas ;PB;2000;0,42
Corguinho ;MS;2000;0,50
Coribe ;BA;2000;0,40
Corinto ;MG;2000;0,60
Cornélio Procópio ;PR;2000;0,69
Coroaci ;MG;2000;0,50
Coroados ;SP;2000;0,63
Coroatá ;MA;2000;0,38
Coromandel ;MG;2000;0,65
Coronel Barros ;RS;2000;0,61
Coronel Bicaco ;RS;2000;0,58
Coronel Domingos Soares ;PR;2000;0,43
Coronel Ezequiel ;RN;2000;0,42
Coronel Fabriciano ;MG;2000;0,65
Coronel Freitas ;SC;2000;0,61
Coronel João Pessoa ;RN;2000;0,41
Coronel João Sá ;BA;2000;0,33
Coronel José Dias ;PI;2000;0,39
Coronel Macedo ;SP;2000;0,56
Coronel Martins ;SC;2000;0,59
Coronel Murta ;MG;2000;0,52
Coronel Pacheco ;MG;2000;0,60
Coronel Pilar ;RS;2000;0,60
Coronel Sapucaia ;MS;2000;0,49
Coronel Vivida ;PR;2000;0,61
Coronel Xavier Chaves ;MG;2000;0,53
Córrego Danta ;MG;2000;0,60
Córrego do Bom Jesus ;MG;2000;0,55
Córrego do Ouro ;GO;2000;0,55
Córrego Fundo ;MG;2000;0,52
Córrego Novo ;MG;2000;0,48
Correia Pinto ;SC;2000;0,59
Corrente ;PI;2000;0,47
Correntes ;PE;2000;0,40
Correntina ;BA;2000;0,44
Cortês ;PE;2000;0,40
Corumbá de Goiás ;GO;2000;0,50
Corumbaíba ;GO;2000;0,57
Corumbá ;MS;2000;0,58
Corumbataí do Sul ;PR;2000;0,51
Corumbataí ;SP;2000;0,64
Corumbiara ;RO;2000;0,40
Corupá ;SC;2000;0,65
Coruripe ;AL;2000;0,42
Cosmópolis ;SP;2000;0,67
Cosmorama ;SP;2000;0,63
Costa Marques ;RO;2000;0,49
Costa Rica ;MS;2000;0,60
Cotegipe ;BA;2000;0,41
Cotia ;SP;2000;0,69
Cotiporã ;RS;2000;0,65
Cotriguaçu ;MT;2000;0,47
Couto de Magalhães de Minas ;MG;2000;0,54
Couto Magalhães ;TO;2000;0,41
Coxilha ;RS;2000;0,59
Coxim ;MS;2000;0,61
Coxixola ;PB;2000;0,43
Craíbas ;AL;2000;0,34
Crateús ;CE;2000;0,50
Crato ;CE;2000;0,58
Cravinhos ;SP;2000;0,67
Cravolândia ;BA;2000;0,44
Criciúma ;SC;2000;0,70
Crisólita ;MG;2000;0,42
Crisópolis ;BA;2000;0,37
Crissiumal ;RS;2000;0,59
Cristais ;MG;2000;0,58
Cristais Paulista ;SP;2000;0,61
Cristalândia do Piauí ;PI;2000;0,42
Cristalândia ;TO;2000;0,54
Cristal do Sul ;RS;2000;0,52
Cristália ;MG;2000;0,45
Cristalina ;GO;2000;0,58
Cristal ;RS;2000;0,54
Cristiano Otoni ;MG;2000;0,56
Cristianópolis ;GO;2000;0,62
Cristina ;MG;2000;0,55
Cristinápolis ;SE;2000;0,40
Cristino Castro ;PI;2000;0,46
Cristópolis ;BA;2000;0,43
Crixás do Tocantins ;TO;2000;0,49
Crixás ;GO;2000;0,57
Croatá ;CE;2000;0,37
Cromínia ;GO;2000;0,62
Crucilândia ;MG;2000;0,52
Cruzália ;SP;2000;0,69
Cruz Alta ;RS;2000;0,68
Cruzaltense ;RS;2000;0,58
Cruz ;CE;2000;0,44
Cruz das Almas ;BA;2000;0,57
Cruz do Espírito Santo ;PB;2000;0,41
Cruzeiro da Fortaleza ;MG;2000;0,64
Cruzeiro do Iguaçu ;PR;2000;0,56
Cruzeiro do Oeste ;PR;2000;0,62
Cruzeiro do Sul ;AC;2000;0,51
Cruzeiro do Sul ;PR;2000;0,58
Cruzeiro do Sul ;RS;2000;0,64
Cruzeiro ;SP;2000;0,70
Cruzeta ;RN;2000;0,56
Cruzília ;MG;2000;0,58
Cruz Machado ;PR;2000;0,49
Cruzmaltina ;PR;2000;0,55
Cubatão ;SP;2000;0,63
Cubati ;PB;2000;0,41
Cuiabá ;MT;2000;0,69
Cuité de Mamanguape ;PB;2000;0,33
Cuitegi ;PB;2000;0,41
Cuité ;PB;2000;0,43
Cujubim ;RO;2000;0,43
Cumari ;GO;2000;0,63
Cumaru do Norte ;PA;2000;0,41
Cumaru ;PE;2000;0,38
Cumbe ;SE;2000;0,45
Cunha Porã ;SC;2000;0,64
Cunha ;SP;2000;0,54
